,name,entropy,gridsize,cliplimit,nsmall
150,Im150.jpg,2.6587778369,2,2,1
151,Im151.jpg,2.3615019325,2,2,1
152,Im152.jpg,2.5753231954,2,2,1
153,Im153.jpg,2.2158088623,2,2,1
154,Im154.jpg,2.4664175037,2,2,1
155,Im155.jpg,2.4105217045,2,2,1
156,Im156.jpg,2.3706634217,2,2,1
157,Im157.jpg,2.3095272861,2,2,1
158,Im158.jpg,2.2304577863,2,2,1
159,Im159.jpg,2.1773081161,2,2,1
160,Im160.jpg,2.5520204688,2,2,1
161,Im161.jpg,2.6000059632,2,2,1
162,Im162.jpg,2.4779240411,2,2,1
163,Im163.jpg,2.4773390942,2,2,1
164,Im164.jpg,2.38735875,2,2,1
165,Im165.jpg,2.6255590174,2,2,1
166,Im166.jpg,2.7301709106,2,2,1
167,Im167.jpg,2.4844372836,2,2,1
168,Im168.jpg,2.3634840314,2,2,1
169,Im169.jpg,2.5435645047,2,2,1
170,Im001.jpg,2.2776290516,2,2.5,1
171,Im002.jpg,2.6485247856,2,2.5,1
172,Im003.jpg,2.7388397703,2,2.5,1
173,Im004.jpg,2.7278971833,2,2.5,1
174,Im005.jpg,2.3817577877,2,2.5,1
175,Im006.jpg,2.5026150668,2,2.5,1
176,Im007.jpg,2.6636449013,2,2.5,1
177,Im008.jpg,2.5359136135,2,2.5,1
178,Im009.jpg,2.3721161401,2,2.5,1
179,Im010.jpg,2.9208487395,2,2.5,1
180,Im011.jpg,2.6161538087,2,2.5,1
181,Im012.jpg,2.6174474704,2,2.5,1
182,Im013.jpg,2.2547055439,2,2.5,1
183,Im014.jpg,2.5438557891,2,2.5,1
184,Im015.jpg,2.5152717032,2,2.5,1
185,Im016.jpg,2.3153192619,2,2.5,1
186,Im017.jpg,2.6632184832,2,2.5,1
187,Im018.jpg,2.7166919327,2,2.5,1
188,Im019.jpg,2.5200925554,2,2.5,1
189,Im020.jpg,2.7193225579,2,2.5,1
190,Im021.jpg,2.6776057643,2,2.5,1
191,Im022.jpg,2.6989144893,2,2.5,1
192,Im023.jpg,2.8595746395,2,2.5,1
193,Im024.jpg,2.4717893296,2,2.5,1
194,Im025.jpg,2.5117216968,2,2.5,1
195,Im026.jpg,2.2547126891,2,2.5,1
196,Im027.jpg,2.4436760241,2,2.5,1
197,Im028.jpg,3.0429331001,2,2.5,1
198,Im029.jpg,2.9925543282,2,2.5,1
199,Im030.jpg,2.507994513,2,2.5,1
200,Im031.jpg,2.4081569831,2,2.5,1
201,Im032.jpg,2.4329664091,2,2.5,1
202,Im033.jpg,2.5105581311,2,2.5,1
203,Im034.jpg,2.5201434084,2,2.5,1
204,Im035.jpg,2.5317534538,2,2.5,1
205,Im036.jpg,2.8280993405,2,2.5,1
206,Im037.jpg,2.7802938608,2,2.5,1
207,Im038.jpg,2.9581156126,2,2.5,1
208,Im039.jpg,2.5394210565,2,2.5,1
209,Im040.jpg,2.4517963498,2,2.5,1
210,Im041.jpg,2.5312618285,2,2.5,1
211,Im042.jpg,2.4561309168,2,2.5,1
212,Im043.jpg,2.4264899666,2,2.5,1
213,Im044.jpg,2.8424123724,2,2.5,1
214,Im045.jpg,2.75635743,2,2.5,1
215,Im046.jpg,2.592663428,2,2.5,1
216,Im047.jpg,2.6698615907,2,2.5,1
217,Im048.jpg,2.8300795817,2,2.5,1
218,Im049.jpg,2.5244015629,2,2.5,1
219,Im050.jpg,2.5140059006,2,2.5,1
220,Im051.jpg,2.3740229195,2,2.5,1
221,Im052.jpg,2.8943615905,2,2.5,1
222,Im053.jpg,2.5059356018,2,2.5,1
223,Im054.jpg,2.6483416212,2,2.5,1
224,Im055.jpg,2.9543666939,2,2.5,1
225,Im056.jpg,2.7692511419,2,2.5,1
226,Im057.jpg,2.4900426095,2,2.5,1
227,Im058.jpg,2.4829396456,2,2.5,1
228,Im059.jpg,2.500423189,2,2.5,1
229,Im060.jpg,2.8523307401,2,2.5,1
230,Im061.jpg,2.5835290346,2,2.5,1
231,Im062.jpg,2.8324034703,2,2.5,1
232,Im063.jpg,2.6356990271,2,2.5,1
233,Im064.jpg,2.2552117964,2,2.5,1
234,Im065.jpg,2.4323696101,2,2.5,1
235,Im066.jpg,2.6288842723,2,2.5,1
236,Im067.jpg,2.8130135565,2,2.5,1
237,Im068.jpg,2.918081092,2,2.5,1
238,Im069.jpg,3.0286373392,2,2.5,1
239,Im070.jpg,2.7702604896,2,2.5,1
240,Im071.jpg,2.7782580482,2,2.5,1
241,Im072.jpg,2.2465292744,2,2.5,1
242,Im073.jpg,2.2427203875,2,2.5,1
243,Im074.jpg,2.731672586,2,2.5,1
244,Im075.jpg,2.5004136378,2,2.5,1
245,Im076.jpg,2.5040979035,2,2.5,1
246,Im077.jpg,2.7952774702,2,2.5,1
247,Im078.jpg,2.4848410752,2,2.5,1
248,Im079.jpg,2.7610949334,2,2.5,1
249,Im080.jpg,2.6792931551,2,2.5,1
250,Im081.jpg,2.7087555429,2,2.5,1
251,Im082.jpg,2.7026117279,2,2.5,1
252,Im083.jpg,2.6295745388,2,2.5,1
253,Im084.jpg,2.7530740692,2,2.5,1
254,Im085.jpg,2.7845021798,2,2.5,1
255,Im086.jpg,2.5311990676,2,2.5,1
256,Im087.jpg,2.6574457415,2,2.5,1
257,Im088.jpg,2.7002271575,2,2.5,1
258,Im089.jpg,2.8616889011,2,2.5,1
259,Im090.jpg,2.760774132,2,2.5,1
260,Im091.jpg,2.8395382771,2,2.5,1
261,Im092.jpg,2.5715260288,2,2.5,1
262,Im093.jpg,2.6575075274,2,2.5,1
263,Im094.jpg,2.9222712463,2,2.5,1
264,Im095.jpg,2.1659036672,2,2.5,1
265,Im096.jpg,2.8040065209,2,2.5,1
266,Im097.jpg,2.6897720362,2,2.5,1
267,Im098.jpg,2.9610511779,2,2.5,1
268,Im099.jpg,2.3925214371,2,2.5,1
269,Im100.jpg,2.5131636443,2,2.5,1
270,Im101.jpg,2.7985889953,2,2.5,1
271,Im102.jpg,2.3745330767,2,2.5,1
272,Im103.jpg,2.6536726743,2,2.5,1
273,Im104.jpg,3.0174173125,2,2.5,1
274,Im105.jpg,2.8573940162,2,2.5,1
275,Im106.jpg,2.5141947768,2,2.5,1
276,Im107.jpg,2.418917723,2,2.5,1
277,Im108.jpg,2.5541975887,2,2.5,1
278,Im109.jpg,2.8234922276,2,2.5,1
279,Im110.jpg,2.9193914235,2,2.5,1
280,Im111.jpg,2.6535791178,2,2.5,1
281,Im112.jpg,2.768425683,2,2.5,1
282,Im113.jpg,2.6260413591,2,2.5,1
283,Im114.jpg,2.2925187601,2,2.5,1
284,Im115.jpg,2.6367565922,2,2.5,1
285,Im116.jpg,2.6388637909,2,2.5,1
286,Im117.jpg,2.5596642481,2,2.5,1
287,Im118.jpg,2.5624339781,2,2.5,1
288,Im119.jpg,2.5397502576,2,2.5,1
289,Im120.jpg,2.353223153,2,2.5,1
290,Im121.jpg,2.6527518074,2,2.5,1
291,Im122.jpg,2.704382005,2,2.5,1
292,Im123.jpg,1.950591445,2,2.5,1
293,Im124.jpg,2.3900063555,2,2.5,1
294,Im125.jpg,2.5656602408,2,2.5,1
295,Im126.jpg,2.4259809128,2,2.5,1
296,Im127.jpg,2.5860510422,2,2.5,1
297,Im128.jpg,2.33471091,2,2.5,1
298,Im129.jpg,2.7394070122,2,2.5,1
299,Im130.jpg,2.4121364391,2,2.5,1
300,Im131.jpg,2.6981484087,2,2.5,1
301,Im132.jpg,2.5466871094,2,2.5,1
302,Im133.jpg,2.7282246588,2,2.5,1
303,Im134.jpg,2.2880905845,2,2.5,1
304,Im135.jpg,2.4553664055,2,2.5,1
305,Im136.jpg,2.6117803248,2,2.5,1
306,Im137.jpg,2.6310023863,2,2.5,1
307,Im138.jpg,2.7121360581,2,2.5,1
308,Im139.jpg,2.5895824617,2,2.5,1
309,Im140.jpg,2.1545619399,2,2.5,1
310,Im141.jpg,2.2745937039,2,2.5,1
311,Im142.jpg,2.7120327547,2,2.5,1
312,Im143.jpg,2.5666733591,2,2.5,1
313,Im144.jpg,2.3479355283,2,2.5,1
314,Im145.jpg,2.5860082107,2,2.5,1
315,Im146.jpg,2.6982913801,2,2.5,1
316,Im147.jpg,2.4165401186,2,2.5,1
317,Im148.jpg,2.189961709,2,2.5,1
318,Im149.jpg,2.8898237591,2,2.5,1
319,Im150.jpg,2.8025671784,2,2.5,1
320,Im151.jpg,2.4893478325,2,2.5,1
321,Im152.jpg,2.6502779964,2,2.5,1
322,Im153.jpg,2.3442189709,2,2.5,1
323,Im154.jpg,2.5768071309,2,2.5,1
324,Im155.jpg,2.5707393234,2,2.5,1
325,Im156.jpg,2.5097944099,2,2.5,1
326,Im157.jpg,2.4309263147,2,2.5,1
327,Im158.jpg,2.3401740817,2,2.5,1
328,Im159.jpg,2.3058348746,2,2.5,1
329,Im160.jpg,2.6774812218,2,2.5,1
330,Im161.jpg,2.6571953481,2,2.5,1
331,Im162.jpg,2.587396819,2,2.5,1
332,Im163.jpg,2.5432027809,2,2.5,1
333,Im164.jpg,2.4620187315,2,2.5,1
334,Im165.jpg,2.662485755,2,2.5,1
335,Im166.jpg,2.779748782,2,2.5,1
336,Im167.jpg,2.5753789751,2,2.5,1
337,Im168.jpg,2.471856645,2,2.5,1
338,Im169.jpg,2.5845112388,2,2.5,1
339,Im001.jpg,2.4171641346,2,3,1
340,Im002.jpg,2.7042567166,2,3,1
341,Im003.jpg,2.7896558462,2,3,1
342,Im004.jpg,2.7982365193,2,3,1
343,Im005.jpg,2.5065312277,2,3,1
344,Im006.jpg,2.5349440078,2,3,1
345,Im007.jpg,2.7668491689,2,3,1
346,Im008.jpg,2.6481164671,2,3,1
347,Im009.jpg,2.4999235434,2,3,1
348,Im010.jpg,3.0459680433,2,3,1
349,Im011.jpg,2.7023004595,2,3,1
350,Im012.jpg,2.7689260219,2,3,1
351,Im013.jpg,2.313644285,2,3,1
352,Im014.jpg,2.6351903759,2,3,1
353,Im015.jpg,2.5965534,2,3,1
354,Im016.jpg,2.3892890728,2,3,1
355,Im017.jpg,2.7542700651,2,3,1
356,Im018.jpg,2.7275915822,2,3,1
357,Im019.jpg,2.7100715409,2,3,1
358,Im020.jpg,2.8159030419,2,3,1
359,Im021.jpg,2.7589022053,2,3,1
360,Im022.jpg,2.797187632,2,3,1
361,Im023.jpg,2.9321434357,2,3,1
362,Im024.jpg,2.6086108039,2,3,1
363,Im025.jpg,2.6244812497,2,3,1
364,Im026.jpg,2.3542579452,2,3,1
365,Im027.jpg,2.5356220484,2,3,1
366,Im028.jpg,3.0566460395,2,3,1
367,Im029.jpg,3.0438088987,2,3,1
368,Im030.jpg,2.6064772189,2,3,1
369,Im031.jpg,2.4686524473,2,3,1
370,Im032.jpg,2.5392713463,2,3,1
371,Im033.jpg,2.623062078,2,3,1
372,Im034.jpg,2.6560344901,2,3,1
373,Im035.jpg,2.6069843473,2,3,1
374,Im036.jpg,2.922598042,2,3,1
375,Im037.jpg,2.8493259674,2,3,1
376,Im038.jpg,3.039680194,2,3,1
377,Im039.jpg,2.6553845758,2,3,1
378,Im040.jpg,2.5386680934,2,3,1
379,Im041.jpg,2.6211070317,2,3,1
380,Im042.jpg,2.4859243852,2,3,1
381,Im043.jpg,2.5561472804,2,3,1
382,Im044.jpg,2.89503952,2,3,1
383,Im045.jpg,2.8305253396,2,3,1
384,Im046.jpg,2.7266233625,2,3,1
385,Im047.jpg,2.7633957227,2,3,1
386,Im048.jpg,2.8644996528,2,3,1
387,Im049.jpg,2.7010563031,2,3,1
388,Im050.jpg,2.6145111861,2,3,1
389,Im051.jpg,2.4277615339,2,3,1
390,Im052.jpg,2.9968935024,2,3,1
391,Im053.jpg,2.5375007204,2,3,1
392,Im054.jpg,2.7363553741,2,3,1
393,Im055.jpg,3.0676901498,2,3,1
394,Im056.jpg,2.8200352046,2,3,1
395,Im057.jpg,2.6204057619,2,3,1
396,Im058.jpg,2.5453317928,2,3,1
397,Im059.jpg,2.5364498985,2,3,1
398,Im060.jpg,2.9517431708,2,3,1
399,Im061.jpg,2.74513505,2,3,1
400,Im062.jpg,2.9116871948,2,3,1
401,Im063.jpg,2.7412115101,2,3,1
402,Im064.jpg,2.3319240735,2,3,1
403,Im065.jpg,2.510639753,2,3,1
404,Im066.jpg,2.7596922941,2,3,1
405,Im067.jpg,2.9167721249,2,3,1
406,Im068.jpg,3.0349116015,2,3,1
407,Im069.jpg,3.0579965025,2,3,1
408,Im070.jpg,2.8167705895,2,3,1
409,Im071.jpg,2.8355106516,2,3,1
410,Im072.jpg,2.3624709862,2,3,1
411,Im073.jpg,2.3768083958,2,3,1
412,Im074.jpg,2.8289202193,2,3,1
413,Im075.jpg,2.5486088099,2,3,1
414,Im076.jpg,2.6592849548,2,3,1
415,Im077.jpg,2.8670498792,2,3,1
416,Im078.jpg,2.5587328607,2,3,1
417,Im079.jpg,2.8216729409,2,3,1
418,Im080.jpg,2.7840976736,2,3,1
419,Im081.jpg,2.8072749544,2,3,1
420,Im082.jpg,2.7947675305,2,3,1
421,Im083.jpg,2.7184833114,2,3,1
422,Im084.jpg,2.9202144037,2,3,1
423,Im085.jpg,2.8759081152,2,3,1
424,Im086.jpg,2.5896116778,2,3,1
425,Im087.jpg,2.7679527307,2,3,1
426,Im088.jpg,2.8241297672,2,3,1
427,Im089.jpg,2.9191318127,2,3,1
428,Im090.jpg,2.8252038105,2,3,1
429,Im091.jpg,2.924088659,2,3,1
430,Im092.jpg,2.6149050022,2,3,1
431,Im093.jpg,2.664133663,2,3,1
432,Im094.jpg,2.960405419,2,3,1
433,Im095.jpg,2.2726996786,2,3,1
434,Im096.jpg,2.9001040971,2,3,1
435,Im097.jpg,2.7914291052,2,3,1
436,Im098.jpg,3.0485111415,2,3,1
437,Im099.jpg,2.5033178653,2,3,1
438,Im100.jpg,2.5691917707,2,3,1
439,Im101.jpg,2.914660112,2,3,1
440,Im102.jpg,2.4735370564,2,3,1
441,Im103.jpg,2.654090795,2,3,1
442,Im104.jpg,3.1617496764,2,3,1
443,Im105.jpg,2.9955303901,2,3,1
444,Im106.jpg,2.5499811401,2,3,1
445,Im107.jpg,2.5141836922,2,3,1
446,Im108.jpg,2.6130892662,2,3,1
447,Im109.jpg,2.9271663876,2,3,1
448,Im110.jpg,3.0108086273,2,3,1
449,Im111.jpg,2.7696938955,2,3,1
450,Im112.jpg,2.8676222951,2,3,1
451,Im113.jpg,2.6802372232,2,3,1
452,Im114.jpg,2.4073720172,2,3,1
453,Im115.jpg,2.6728546963,2,3,1
454,Im116.jpg,2.7409662934,2,3,1
455,Im117.jpg,2.5551087996,2,3,1
456,Im118.jpg,2.6627245735,2,3,1
457,Im119.jpg,2.5886671168,2,3,1
458,Im120.jpg,2.4581709601,2,3,1
459,Im121.jpg,2.6876186003,2,3,1
460,Im122.jpg,2.8200250599,2,3,1
461,Im123.jpg,2.0857216831,2,3,1
462,Im124.jpg,2.4970353112,2,3,1
463,Im125.jpg,2.6362432077,2,3,1
464,Im126.jpg,2.510070349,2,3,1
465,Im127.jpg,2.7079031189,2,3,1
466,Im128.jpg,2.4522753094,2,3,1
467,Im129.jpg,2.8908900131,2,3,1
468,Im130.jpg,2.4970875804,2,3,1
469,Im131.jpg,2.7006898215,2,3,1
470,Im132.jpg,2.5925434481,2,3,1
471,Im133.jpg,2.8549691333,2,3,1
472,Im134.jpg,2.4156157465,2,3,1
473,Im135.jpg,2.5377082629,2,3,1
474,Im136.jpg,2.7252958933,2,3,1
475,Im137.jpg,2.6486614549,2,3,1
476,Im138.jpg,2.7212134589,2,3,1
477,Im139.jpg,2.5978922957,2,3,1
478,Im140.jpg,2.2498272253,2,3,1
479,Im141.jpg,2.3845228,2,3,1
480,Im142.jpg,2.7987908563,2,3,1
481,Im143.jpg,2.6285174616,2,3,1
482,Im144.jpg,2.4622247445,2,3,1
483,Im145.jpg,2.6124791632,2,3,1
484,Im146.jpg,2.7904258456,2,3,1
485,Im147.jpg,2.5156503309,2,3,1
486,Im148.jpg,2.3180014355,2,3,1
487,Im149.jpg,2.972069566,2,3,1
488,Im150.jpg,2.90213465,2,3,1
489,Im151.jpg,2.589533879,2,3,1
490,Im152.jpg,2.7200806372,2,3,1
491,Im153.jpg,2.490899537,2,3,1
492,Im154.jpg,2.6428750844,2,3,1
493,Im155.jpg,2.6583960791,2,3,1
494,Im156.jpg,2.5585164498,2,3,1
495,Im157.jpg,2.5137191034,2,3,1
496,Im158.jpg,2.4598031552,2,3,1
497,Im159.jpg,2.4427178617,2,3,1
498,Im160.jpg,2.7637868863,2,3,1
499,Im161.jpg,2.7958765812,2,3,1
500,Im162.jpg,2.6454288665,2,3,1
501,Im163.jpg,2.6460239962,2,3,1
502,Im164.jpg,2.5054198718,2,3,1
503,Im165.jpg,2.688377518,2,3,1
504,Im166.jpg,2.8959193113,2,3,1
505,Im167.jpg,2.626282739,2,3,1
506,Im168.jpg,2.5168564861,2,3,1
507,Im169.jpg,2.7448567109,2,3,1
508,Im001.jpg,2.6701524841,2,3.5,1
509,Im002.jpg,2.9060706961,2,3.5,1
510,Im003.jpg,2.9717501305,2,3.5,1
511,Im004.jpg,3.0038830067,2,3.5,1
512,Im005.jpg,2.7457639554,2,3.5,1
513,Im006.jpg,2.7453780157,2,3.5,1
514,Im007.jpg,2.8997254833,2,3.5,1
515,Im008.jpg,2.8489529639,2,3.5,1
516,Im009.jpg,2.7134297591,2,3.5,1
517,Im010.jpg,3.148339022,2,3.5,1
518,Im011.jpg,2.8313824037,2,3.5,1
519,Im012.jpg,2.8653889698,2,3.5,1
520,Im013.jpg,2.6627519087,2,3.5,1
521,Im014.jpg,2.7624248891,2,3.5,1
522,Im015.jpg,2.6784370935,2,3.5,1
523,Im016.jpg,2.553248715,2,3.5,1
524,Im017.jpg,2.8565850984,2,3.5,1
525,Im018.jpg,2.7638644369,2,3.5,1
526,Im019.jpg,2.8163530856,2,3.5,1
527,Im020.jpg,2.8713399986,2,3.5,1
528,Im021.jpg,2.8960121696,2,3.5,1
529,Im022.jpg,2.9997771766,2,3.5,1
530,Im023.jpg,3.0807790406,2,3.5,1
531,Im024.jpg,2.7273196268,2,3.5,1
532,Im025.jpg,2.7906819222,2,3.5,1
533,Im026.jpg,2.5865895862,2,3.5,1
534,Im027.jpg,2.7476207336,2,3.5,1
535,Im028.jpg,3.0784091002,2,3.5,1
536,Im029.jpg,3.1107560202,2,3.5,1
537,Im030.jpg,2.7660020936,2,3.5,1
538,Im031.jpg,2.6736790352,2,3.5,1
539,Im032.jpg,2.7213415544,2,3.5,1
540,Im033.jpg,2.7775903242,2,3.5,1
541,Im034.jpg,2.7607094423,2,3.5,1
542,Im035.jpg,2.7770113563,2,3.5,1
543,Im036.jpg,3.0348966852,2,3.5,1
544,Im037.jpg,3.0257337093,2,3.5,1
545,Im038.jpg,3.1017090479,2,3.5,1
546,Im039.jpg,2.8770573986,2,3.5,1
547,Im040.jpg,2.6841338711,2,3.5,1
548,Im041.jpg,2.7589418676,2,3.5,1
549,Im042.jpg,2.7002525864,2,3.5,1
550,Im043.jpg,2.7765868459,2,3.5,1
551,Im044.jpg,3.0209860056,2,3.5,1
552,Im045.jpg,2.9039933666,2,3.5,1
553,Im046.jpg,2.8513774901,2,3.5,1
554,Im047.jpg,2.9369404865,2,3.5,1
555,Im048.jpg,2.9405365118,2,3.5,1
556,Im049.jpg,2.8137618327,2,3.5,1
557,Im050.jpg,2.7364376891,2,3.5,1
558,Im051.jpg,2.6506066882,2,3.5,1
559,Im052.jpg,3.1115996553,2,3.5,1
560,Im053.jpg,2.6419192803,2,3.5,1
561,Im054.jpg,2.9070534099,2,3.5,1
562,Im055.jpg,3.1380164273,2,3.5,1
563,Im056.jpg,2.9953137199,2,3.5,1
564,Im057.jpg,2.7548300003,2,3.5,1
565,Im058.jpg,2.6687739698,2,3.5,1
566,Im059.jpg,2.7399763139,2,3.5,1
567,Im060.jpg,3.0352100743,2,3.5,1
568,Im061.jpg,2.8981913683,2,3.5,1
569,Im062.jpg,3.0254490554,2,3.5,1
570,Im063.jpg,2.9372166668,2,3.5,1
571,Im064.jpg,2.5036067434,2,3.5,1
572,Im065.jpg,2.6984763123,2,3.5,1
573,Im066.jpg,2.958204125,2,3.5,1
574,Im067.jpg,3.090481601,2,3.5,1
575,Im068.jpg,3.1479806745,2,3.5,1
576,Im069.jpg,3.0977922818,2,3.5,1
577,Im070.jpg,2.9551049993,2,3.5,1
578,Im071.jpg,2.9742713663,2,3.5,1
579,Im072.jpg,2.4991441693,2,3.5,1
580,Im073.jpg,2.5258861053,2,3.5,1
581,Im074.jpg,3.0524557397,2,3.5,1
582,Im075.jpg,2.7790356689,2,3.5,1
583,Im076.jpg,2.891718574,2,3.5,1
584,Im077.jpg,3.0670532826,2,3.5,1
585,Im078.jpg,2.7267073129,2,3.5,1
586,Im079.jpg,3.0137013633,2,3.5,1
587,Im080.jpg,2.8453744668,2,3.5,1
